time,q,dq,u,kinetic_energy,potential_energy,total_energy
0.002,0.7853023318276934,-0.09583124913006227,-3.9269908169872414,0.0004760352105089107,3.3738926624490424,3.3743686976595515
0.004,0.7850150350847921,-0.19146453237917854,-3.9169285342254607,0.0019002157089155233,3.373593800262553,3.375494015971469
0.006,0.7845366910299276,-0.2868779211733623,-3.9059287221860424,0.004266001153606042,3.373096390123479,3.377362391277085
0.008,0.7838677612941717,-0.3820495739813846,-3.893995663032302,0.0075660011034969716,3.3724011972096,3.379967198313097
0.01,0.7830087511016387,-0.47695773907858036,-3.88113384907272,0.011791984685110377,3.3715091447351635,3.383301129420274
0.012,0.7819602090871118,-0.5715807573118826,-3.8673479816003358,0.01693489088227053,3.37042131298251,3.3873562038647806
0.014,0.780722727108135,-0.6658970648698718,-3.852642969704371,0.02298483944005626,3.369138938303525,3.3921237777435813
0.016,0.779296940051556,-0.7598851960615427,-3.8370239290536876,0.029931142374608498,3.36766341208907,3.3975945544636783
0.018000000000000002,0.7776835256345019,-0.8535237861074065,-3.820496180651626,0.0377623160803531,3.3659962797041763,3.4037585957845296
0.020000000000000004,0.7758832041997552,-0.9467915739464489,-3.8030652495617687,0.0464660940261496,3.364139239386476,3.410605333412626
0.022000000000000006,0.7738967385054989,-1.0396674050623649,-3.784736863604131,0.05602944003181348,3.3620941411050156,3.418123581136829
0.024000000000000007,0.7717249335093863,-1.132130234332387,-3.765516952021258,0.06643856211638532,3.359862985376316,3.426301547492701
0.02600000000000001,0.7693686361468888,-1.2241591289019071,-3.745411644113693,0.07767892690942932,3.357447922034255,3.435126848943684
0.02800000000000001,0.7668287351038651,-1.3157332710879788,-3.7244272678442534,0.08973527461653813,3.354851248950116,3.444586523566654
0.030000000000000013,0.7641061605832932,-1.4068319613146576,-3.7025703484105277,0.10259163453010034,3.3520754106988693,3.4546670452289696
0.032000000000000015,0.7612018840660967,-1.4974346210830123,-3.679847606785,0.11623134107624485,3.3491229971676084,3.4653543382438534
0.034000000000000016,0.758116918065995,-1.587520795978499,-3.656265958222182,0.13063705038872128,3.345996742101797,3.476633792490518
0.03600000000000002,0.7548523158782992,-1.6770701587182535,-3.631832510732125,0.1457907574002953,3.342699521584899,3.488490278985194
0.03800000000000002,0.7514091713225709,-1.7660625122407072,-3.6065545635196705,0.16167381344204607,3.3392343524467534,3.5009081658887995
0.04000000000000002,0.7477886184790588,-1.8544777928397795,-3.5804396053887837,0.1782669443407284,3.3356043905960027,3.513871334936731
0.04200000000000002,0.7439918314188195,-1.942296073345744,-3.553495313111316,0.1955502690041315,3.3318129292717606,3.527363198275892
0.044000000000000025,0.7400200239274297,-2.0294975663546984,-3.5257295497595234,0.2135033184841041,3.327863397209643,3.5413667156937474
0.04600000000000003,0.7358744492221883,-2.1160626275084033,-3.497150363001679,0.23210505550663213,3.3237593567172983,3.5558644122239302
0.04800000000000003,0.7315563996627077,-2.2019717588260783,-3.467765983360101,0.2513338944580576,3.319504501654514,3.570838396112572
0.05000000000000003,0.7270672064547888,-2.287205612089566,-3.4375848224309307,0.27116772181620175,3.3151026553130327,3.5862703771292344
0.05200000000000003,0.722408239347471,-2.3717449922830887,-3.4066154710649874,0.291583917014804,3.3105577681912624,3.6021416852060666
0.054000000000000034,0.7175809063231472,-2.455570861088638,-3.374866697509046,0.312559373729332,3.3058739156591286,3.6184332893884608
0.056000000000000036,0.7125866532806323,-2.5386643404378373,-3.342347445506872,0.3340705215718147,3.3010552955084536,3.6351258170802683
0.05800000000000004,0.7074269637110709,-2.6210067161209287,-3.3090668323593775,0.35609334818195354,3.2961062253843636,3.652199573566317
0.06000000000000004,0.7021033583665692,-2.702579441453321,-3.275034146943262,0.3786034217013265,3.2910311400934074,3.6696345617947337
