time,q,dq,u
0.002,1.2370339775848914e-06,0.0012378420408553702,0.5
0.004,4.953128987526716e-06,0.0024782401565531407,0.5
0.006,1.1149926247030831e-05,0.0037185357373366633,0.5
0.008,1.9827169369314572e-05,0.004958677467120944,0.5
0.01,3.098449934140729e-05,0.006198614036171646,0.5
0.012,4.462145453900425e-05,0.007438294143242825,0.5
0.014,6.07374707455661e-05,0.00867766649769952,0.5
0.016,7.933188117566304e-05,0.00991667982163992,0.5
0.018000000000000002,0.00010040391650256294,0.011155282852017062,0.5
0.020000000000000004,0.00012395270489006218,0.012393424342759902,0.5
0.022000000000000006,0.00014997727202855813,0.013631053066893765,0.5
0.024000000000000007,0.00017847654117536158,0.014868117818660018,0.5
0.02600000000000001,0.0002094493331992479,0.016104567415634926,0.5
0.02800000000000001,0.00024289436662924493,0.017340350700847586,0.5
0.030000000000000013,0.0002788102577076557,0.01857541654489688,0.5
0.032000000000000015,0.0003171955204473142,0.019809713848067314,0.5
0.034000000000000016,0.0003580485666930713,0.02104319154244375,0.5
0.03600000000000002,0.0004013677061875093,0.02227579859402482,0.5
0.03800000000000002,0.0004471511466408818,0.023507484004835072,0.5
0.04000000000000002,0.0004953969938052764,0.02473819681503568,0.5
0.04200000000000002,0.0005461032515529974,0.025967886105033647,0.5
0.044000000000000025,0.0005992678219591658,0.027196500997589454,0.5
0.04600000000000003,0.0006548885053885317,0.02842399065992303,0.5
0.04800000000000003,0.0007129630005864983,0.02965030430581798,0.5
0.05000000000000003,0.0007734889047743521,0.030875391197724,0.5
0.05200000000000003,0.0008364637137486955,0.03209920064885736,0.5
0.054000000000000034,0.0009018848219850788,0.03332168202529941,0.5
0.056000000000000036,0.0009697495227458274,0.034542784748093,0.5
0.05800000000000004,0.0010400550081920595,0.035762458295336766,0.5
0.06000000000000004,0.0011127983694998894,0.03698065220427714,0.5
0.06200000000000004,0.0011879765969808143,0.03819731607339804,0.5
0.06400000000000004,0.0012655865802062758,0.039412399564508184,0.5
0.06600000000000004,0.0013456251081363957,0.040625852404825885,0.5
0.06800000000000005,0.0014280888692528772,0.04183762438906128,0.5
0.07000000000000005,0.0015129744516960688,0.04304766538149591,0.5
