time,q,dq,u
0.002,0.7853737929236535,-0.024370414378741292,-3.9269908169872414
0.004,0.7853007429783696,-0.04867935279867393,-3.9024985502395264
0.006,0.7851791376764309,-0.07292565261982835,-3.8778243620931745
0.008,0.7850091034518906,-0.0971081572517086,-3.852970035762326
0.01,0.7847907690459768,-0.12122571609868864,-3.8279373600077444
0.012,0.7845242654951565,-0.1452771845062221,-3.802728129131195
0.014,0.7842097261193066,-0.16926142370791206,-3.777344142969561
0.016,0.7838472865099899,-0.19317730077348663,-3.751787206888621
0.018000000000000002,0.7834370845188339,-0.21702368855772503,-3.726059131776463
0.020000000000000004,0.7829792602460109,-0.24079946565037783,-3.7001617340364445
0.022000000000000006,0.7824739560288178,-0.26450351632712443,-3.674096835579677
0.024000000000000007,0.7819213164303515,-0.2881347305016093,-3.6478662638169643
0.02600000000000001,0.7813214882282808,-0.31169200367859834,-3.621471851650148
0.02800000000000001,0.7806746204037098,-0.33517423690829434,-3.5949154374628063
0.030000000000000013,0.7799808641301316,-0.3585803367418518,-3.568198865110255
0.032000000000000015,0.7792403727624698,-0.38190921518812776,-3.541323983908806
0.034000000000000016,0.7784533018262056,-0.40515978967170624,-3.5142926486242216
0.03600000000000002,0.777619809006587,-0.4283309829922325,-3.487106719459322
0.03800000000000002,0.7767400541379182,-0.4514217232850911,-3.4597680620407028
0.04000000000000002,0.7758141991929266,-0.47443094398346297,-3.4322785474045
0.04200000000000002,0.7748424082722035,-0.49735758378179334,-3.40464005198117
0.044000000000000025,0.7738248475937175,-0.5202005866007035,-3.3768544575792245
0.04600000000000003,0.7727616854823954,-0.542958901553376,-3.3489236513678837
0.04800000000000003,0.77165309235977,-0.5656314829134454,-3.320849525858601
0.05000000000000003,0.7704992407336896,-0.5882172900844207,-3.2926339788854047
0.05200000000000003,0.7693003051880879,-0.6107152875706696,-3.264278913584027
0.054000000000000034,0.7680564623728097,-0.6331244449499908,-3.23578623836977
0.056000000000000036,0.7667678909934903,-0.6554437368477994,-3.207157866914058
0.05800000000000004,0.7654347718014847,-0.677672142912952,-3.178395718119652
0.06000000000000004,0.7640572875838434,-0.6998086477952329,-3.1495017160944716
0.06200000000000004,0.7626356231533319,-0.7218522411245266,-3.1204777901239837
0.06400000000000004,0.7611699653384897,-0.7438019174916967,-3.091325874642133
0.06600000000000004,0.7596605029737261,-0.7656566764311921,-3.0620479092007518
0.06800000000000005,0.7581074268894492,-0.7874155224054012,-3.032645838437438
0.07000000000000005,0.7565109299022237,-0.8090774647907714,-3.0031216120418445
0.07200000000000005,0.7548712068049558,-0.8306415178657115,-2.973477184720347
0.07400000000000005,0.7531884543570994,-0.8521067008002953,-2.9437145161590674
0.07600000000000005,0.7514628712748819,-0.8734720376477789,-2.9138355709852015
0.07800000000000006,0.7496946582215446,-0.8947365573379489,-2.8838423187266304
0.08000000000000006,0.7478840177975948,-0.9158992936723124,-2.8537367337697743
0.08200000000000006,0.746031154531066,-0.936959285321143,-2.823520795315662
0.08400000000000006,0.7441362748677812,-0.957915575822393,-2.7931964873341872
0.08600000000000006,0.7421995871616175,-0.9787672135824811,-2.7627657985165133
0.08800000000000006,0.7402213016647666,-0.9995132518789671,-2.7322307222256064
0.09000000000000007,0.7382016305179885,-1.0201527488651183,-2.701593256444866
0.09200000000000007,0.7361407877408538,-1.040684767576377,-2.670855403724824
0.09400000000000007,0.7340389892219713,-1.0611083759387345,-2.640019171127892
0.09600000000000007,0.7318964527091972,-1.0814226467790138,-2.6090865701711223
0.09800000000000007,0.7297133977998213,-1.101626657837069,-2.5780596167669723
0.10000000000000007,0.7274900459307272,-1.1217194917798998,-2.5469403311620376
0.10200000000000008,0.7252266203685226,-1.1417002362176845,-2.515730737873736
0.10400000000000008,0.7229233461996349,-1.1615679837217319,-2.484432865624928
0.10600000000000008,0.72058045032037,-1.1813218318443508,-2.453048747276443
0.10800000000000008,0.7181981614269282,-1.2009608831406353,-2.421580419757499
0.11000000000000008,0.7157767100053757,-1.220484245192163,-2.390029923994005
0.11200000000000009,0.7133163283215663,-1.2398910306326019,-2.3583993048347156
0.11400000000000009,0.7108172504110101,-1.2591803571752216,-2.3266906109752297
0.11600000000000009,0.7082797120686849,-1.2783513476423018,-2.294905894879829
0.11800000000000009,0.7057039508387878,-1.2974031299964301,-2.2630472127011227
0.12000000000000009,0.7030902060044213,-1.3163348373736827,-2.231116624197509
0.1220000000000001,0.7004387185772118,-1.3351456081186768,-2.1991161926484235
0.1240000000000001,0.697749731286856,-1.353834585821484,-2.1670479847673825
0.12600000000000008,0.6950234885705913,-1.3724009193563944,-2.134914070612796
0.12800000000000009,0.6922602365625874,-1.3908437629225179,-2.1027165234965617
0.1300000000000001,0.6894602230832545,-1.4091622760862066,-2.070457419890419
0.1320000000000001,0.6866236976284649,-1.427355623825288,-2.038138839330066
0.1340000000000001,0.6837509113586842,-1.4454229765750888,-2.0057628643170364
0.1360000000000001,0.6808421170880091,-1.4633635102762335,-1.9733315802183322
0.1380000000000001,0.6778975692731077,-1.4811764064242,-1.9408470751638123
0.1400000000000001,0.6749175240020583,-1.498860852120613,-1.9083114399413386
0.1420000000000001,0.6719022389830849,-1.5164160401262543,-1.8757267678896785
0.1440000000000001,0.6688519735331843,-1.5338411689157674,-1.8430951547891703
0.1460000000000001,0.6657669885666422,-1.5511354427340371,-1.810418698750154
0.1480000000000001,0.6626475465834355,-1.5682980716542179,-1.777699500099174
0.1500000000000001,0.6594939116575159,-1.585328271637387,-1.7449396612629597
0.1520000000000001,0.6563063494249735,-1.6022252645937975,-1.7121412866501926
0.1540000000000001,0.6530851270720753,-1.6189882784457037,-1.6793064825310695
0.1560000000000001,0.6498305133231782,-1.6356165471917317,-1.646437356914673
0.1580000000000001,0.6465427784285096,-1.6521093109727667,-1.6135360194241595
0.16000000000000011,0.6432221941518164,-1.6684658161393275,-1.580604581169781
0.16200000000000012,0.639869033757877,-1.6846853153203956,-1.547645154619754
0.16400000000000012,0.6364835719998745,-1.70076706749367,-1.5146598534689892
0.16600000000000012,0.633066085106628,-1.7167103380572137,-1.4816507925057023
0.16800000000000012,0.6296168507696789,-1.732514398902459,-1.448620087475926
0.17000000000000012,0.6261361481302302,-1.7481785284885345,-1.4155698549459357
0.17200000000000013,0.6226242577659359,-1.7637020119178834,-1.3825022121626165
0.17400000000000013,0.6190814616775374,-1.7790841410131315,-1.3494192769117959
0.17600000000000013,0.6155080432753458,-1.7943242143951703,-1.3163231673745557
0.17800000000000013,0.6119042873655661,-1.8094215375624176,-1.2832160019815586
0.18000000000000013,0.608270480136462,-1.8243754229712146,-1.2500998992654129
0.18200000000000013,0.6046069091443587,-1.8391851901173208,-1.2169769777110957
0.18400000000000014,0.6009138632994819,-1.8538501656184665,-1.1838493556044722
0.18600000000000014,0.5971916328516308,-1.868369683297919,-1.1507191508789432
0.18800000000000014,0.5934405093756819,-1.8827430842690238,-1.1175884809602348
0.19000000000000014,0.5896607857569245,-1.8969697170206736,-1.0844594626093857
0.19200000000000014,0.5858527561762228,-1.9110489375036646,-1.051334211763949
0.19400000000000014,0.5820167160950055,-1.9249801092178929,-1.0182148433774496
0.19600000000000015,0.5781529622400796,-1.9387626033003478,-0.9851034712571345
0.19800000000000015,0.5742617925882677,-1.9523957986138538,-0.9520022079000505
0.20000000000000015,0.5703435063508671,-1.9658790818365166,-0.9189131643274848
0.20200000000000015,0.5663984039579291,-1.9792118475518234,-0.8858384499178189
0.20400000000000015,0.5624267870423582,-1.992393498339351,-0.8527801722378217
0.20600000000000016,0.5584289584238283,-2.0054234448660333,-0.8197404368724399
0.20800000000000016,0.5544052220925167,-2.018301105977937,-0.7867213472531085
0.21000000000000016,0.5503558831926535,-2.0310259087924996,-0.7537250044846466
0.21200000000000016,0.5462812480058864,-2.0435972887911715,-0.7207535071707678
0.21400000000000016,0.54218162393446,-2.056014689912422,-0.6878089512382606
0.21600000000000016,0.5380573194842083,-2.068277564645049,-0.6548934297598779
0.21800000000000017,0.5339086442473608,-2.0803853741217453,-0.6220090327759924
